speaker,words,tags,timestamp
WS,"work, some of 'em worked once in awhile, you know. Take on labor. But I don't know,",,
WS,"That I haven't, the last freight train I rode was just before the war. was in '41,",,
WS,I,,
WS,I just made a short trip. And I don't know who's riding them now or if,,
WS,"there's anybody riding 'em. I don't know that, by god. I hear these guys, these",,
WS,"construction workers talk about Pasco. Pasco used to be an awful place, for bums",,
WS,"going through, you know. Dust goA both ways, you know.",,
SS,Lots of guys.,,
WS,"Oh, Jesus Christ. Hundred, two hundred on the train. But, well, it's long time,",,
WS,"40 years, I guess. I don't know what the hell is going on there now.",,
SS,Did you meet many guys you knew on them trains?,,
WS,"Oh yeah. Guys like myself you know, yeah.",,
SS,In the woods.,,
WS,Yeah.,,
SS,Could you trust the guys on the trains?,,
WS,Oh yeah. Sure.,,
SS,I've heard that you just about had to have a Wobbly card to ride.,,
WS,"Yeah, you did. Yeah, if you didn't have, they'd dump ya.",,
SS,You'd either have one or you'd get off the train?,,
WS,"Yeah. Jump,",,
SS,Did they ask to see your cards?,,
WS,"Oh yeah. You see it was, lot of guys didn't want to show it because it was a",,
WS,year,,
WS,FDR carrying a Wobbly card.,,
SS,No kidding.,,
WS,"Yeah, in California, Oregon, Idaho. One year. You see, that was a revolutionary",,
WS,organization. They believed in the overthrow of the government.By force. I lost my,,
WS,"card, oh, it was a long time ago. '36 I think.",,
SS,I've heard more good about that union. That's all I hear about them from the,,
SS,working man.,,
WS,It was good. There wasn't no centralized authority like there is in these big,,
WS,"unions, you know,like, well, you can't, well, If you working in a camp here",,
WS,"now and you belonged to the CIO, the IWA, it's the same, you can't just hold a",,
WS,"meeting in a camp and take a strike can, but it don't mean nothin'.",,
WS,"You can't strike, it'd be illegal. You've got to, well, it's got to go to the",,
WS,"executive committee finally before it'd be sanctioned, you know. And that might",,
WS,be- oh christ- But the had enouoh for a,,
WS,"you could hold a meeting and call a strike and it was legal, you know with",,
WS,"the organization, it was illegal with the government and everything but the",,
WS,"organization, and you could go out and get uhat you wanted. Or get nothing. It",,
WS,depends on how much power you had.,,
SS,Did you guys sing the Wobbly songs?,,
WS,"Oh yes. Yeah. I used to have a book. Oh, I have several of 'em but I used to",,
WS,know,,
WS,some of them songs but I don't know 'em any more.,,
SS,"Like ""Pie in the Sky,"" ""Halleluja I'm a Bum",,
WS,"""Commonwealth of Toil"", oh they was lots of 'em. ""joe Hill"". Yeah, I used to",,
WS,know,,
WS,some of em but I've forgotten them now. Oh we used to sing 'em. Shit.,,
SS,"Guys in the jungles, would they sing them?",,
WS,"Sure, anyplace. Camp, anyplace.",,
SS,"The guys on the trains, some of them weren't lumberjacks but they were Wobblies",,
SS,"too,",,
WS,"Oh yeah. They, the Wobblias covered different industries, you know. Same as",,
WS,these,,
WS,"organizations do now. They, well, the construction workers and the lumberjacks,",,
WS,sheet metal workers and the like of that. They covered a lot of different indus,,
WS,"tries, you know, they were pretty strong at one time, ^he headquarters was in",,
WS,Chicago.,,
SS,i heard Spokane was the western headquarters.,,
WS,"It was. Yeah. I don't know if, there's nothin* there now.",,
SS,I wish there was.,,
WS,"Yeah, you could get a lot of dope if you could meet some of them old fellas.",,
WS,Yeah.,,
